Causa_peaton,Condicion_fisica,Edad,Num_expediente,Sexo,Tipo_persona,Tipo_vehiculo
No es debido al peatón,Herido leve,23,2015S005224,Mujer,Pasajero,Motocicleta
Otros,Herido leve,89,2015S004849,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,29,2015S000250,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S000823,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S004441,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2015S000074,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S000107,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S006507,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,65,2015S006956,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S006869,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,29,2015S006869,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,34,2015S007939,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S005587,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,45,2015S001356,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,23,2015S006133,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2015S008507,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,64,2015S002340,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,28,2015S002897,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S007613,Hombre,Pasajero,Taxi
No es debido al peatón,Herido leve,18,2015S007899,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,27,2015S007899,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2015S003182,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S000887,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,38,2015S006491,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,25,2015S007144,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,63,2015S008295,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2015S000873,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S002998,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2015S004851,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,33,2015S004914,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,62,2015S003151,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S000707,Hombre,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,21,2015S008791,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S007451,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,52,2015S007276,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S008681,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S003755,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,51,2015S002277,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,58,2015S008907,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,65,2015S004860,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,63,2015S004672,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S006576,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,24,2015S004347,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S000773,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,19,2015S002071,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,45,2015S009097,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S002501,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,63,2015S002860,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,33,2015S002017,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S001705,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,27,2015S002631,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S004973,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2015S009647,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S007691,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,47,2015S009284,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S000487,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2015S002478,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,24,2015S007606,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,24,2015S006647,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S008117,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S008482,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S008353,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2015S008256,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,36,2015S008256,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,33,2015S000080,Mujer,Pasajero,Motocicleta
Desobedecer la señan del semáforo,Herido leve,27,2015S004486,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,25,2015S007039,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,40,2015S004742,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S001616,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,13,2015S006630,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,39,2015S002564,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S005076,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S008895,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2015S009167,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,53,2015S007235,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,24,2015S001683,Hombre,Pasajero,Taxi
No es debido al peatón,Herido leve,36,2015S001683,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,46,2015S006482,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S004098,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S004655,Hombre,Conductor,Bicicleta
Desobedecer la señan del semáforo,Herido leve,88,2015S007984,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,23,2015S009101,Mujer,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,51,2015S007395,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,39,2015S008784,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S007894,Mujer,Pasajero,Turismo
Desobedecer la señan del semáforo,Muerte,57,2015S001050,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,46,2015S006166,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,67,2015S003808,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,15,2015S001361,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,28,2015S009380,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,35,2015S008533,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,48,2015S007388,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,25,2015S009326,Hombre,Pasajero,Furgoneta
No es debido al peatón,Herido leve,48,2015S009326,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,32,2015S009780,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,22,2015S008666,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S008356,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,45,2015S008356,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S007889,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S004963,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,33,2015S000132,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S009774,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,42,2015S004432,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S001570,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,38,2015S007390,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S005021,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S003414,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2015S005845,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,19,2015S005845,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S007167,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S002060,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,27,2015S009546,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,23,2015S000013,Mujer,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,24,2015S007727,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,10,2015S005480,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,23,2015S000291,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2015S009352,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S008569,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,34,2015S000622,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,48,2015S006853,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2015S007138,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,37,2015S002372,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S004690,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,37,2015S003423,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,68,2015S003738,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S008935,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S008889,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,47,2015S007353,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,32,2015S005823,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S009524,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S004925,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2015S004487,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S008137,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S009179,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S001798,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,23,2015S000311,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S002077,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,51,2015S007741,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S007387,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S005595,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2015S008807,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,21,2015S006979,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,70,2015S003753,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,30,2015S008052,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S006522,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S008813,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S009267,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S006130,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,52,2015S003912,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S008638,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2015S006213,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,28,2015S008883,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,30,2015S008141,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,38,2015S004252,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,38,2015S008188,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,71,2015S006631,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,62,2015S007883,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2015S004236,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S002018,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,35,2015S009037,Hombre,Conductor,Taxi
Desobedecer la señan del semáforo,Herido leve,49,2015S005571,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,40,2015S003268,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,22,2015S002050,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,26,2015S009410,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,19,2015S009410,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,90,2015S005035,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,31,2015S002449,Hombre,Conductor,"Camión <= 3,5 Tm"
No es debido al peatón,Herido leve,41,2015S000004,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,94,2015S002390,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,39,2015S001580,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S002950,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S001380,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,26,2015S002261,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S007669,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,59,2015S008107,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,66,2015S006958,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S009478,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,61,2015S002811,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S001337,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S007958,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S000746,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,26,2015S003990,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,29,2015S003835,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,52,2015S004226,Mujer,Peatón,Turismo
Desobedecer la señan del semáforo,Herido leve,24,2015S006157,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S007543,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,69,2015S002987,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,36,2015S002743,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S007946,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,29,2015S009424,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S009917,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2015S005615,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,86,2015S005615,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,66,2015S002552,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,45,2015S000327,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S006626,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,25,2015S005902,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,34,2015S009085,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S005006,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,47,2015S002618,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,22,2015S007585,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S001663,Hombre,Pasajero,Taxi
No es debido al peatón,Herido leve,23,2015S001663,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,-1,2015S004909,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,27,2015S005008,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S003279,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2015S001210,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,21,2015S003177,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,28,2015S006162,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,31,2015S005339,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S004357,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S009544,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S009008,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,49,2015S004053,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,46,2015S000090,Hombre,Pasajero,Autobús
No es debido al peatón,Herido leve,39,2015S002355,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,22,2015S003535,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S004522,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido grave,34,2015S000412,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S003708,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,25,2015S003619,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,62,2015S005935,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,48,2015S006110,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,10,2015S004295,Mujer,Pasajero,Motocicleta
Desobedecer la señan del semáforo,Herido leve,56,2015S008601,Mujer,Pasajero,Motocicleta
Desobedecer la señan del semáforo,Herido leve,57,2015S008601,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S008087,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,39,2015S001465,Mujer,Conductor,Ciclomotor
